Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
200500000845,3,00111,0,,3,02,0,0,0,1,1,060,000,2,0,1,00
200500000846,3,00279,0,,2,02,4,700,0,2,1,000,060,2,0,1,00
200500000847,2,00082,0,,2,02,8,0,0,0,1,000,071,1,0,3,00
200500000848,3,00231,0,,2,00,0,600,0,0,2,000,103,1,0,1,00
200500000849,3,00068,0,,2,02,10,950,0,1,1,000,072,1,0,3,00
200500000850,3,00068,0,,2,02,6,200,0,1,1,000,080,1,0,1,00
200500000851,4,00000,0,,2,00,0,0,0,1,1,000,000,1,0,1,00
200500000852,3,00057,0,,2,00,0,0,0,1,0,000,000,1,5,1,00
200500000853,3,00304,0,,0,02,0,0,3,0,0,000,130,1,7,1,00
200500000854,3,00056,0,,2,02,5,470,0,1,1,000,072,1,0,1,00
200500000855,3,00126,1,,2,00,0,0,0,0,1,080,000,0,0,3,00
200500000856,3,00217,0,,2,01,1,250,0,1,1,000,050,1,0,3,00
200500000857,3,00541,0,,2,02,23,365,0,2,1,000,054,1,0,1,00
200500000858,4,00000,0,,2,00,0,0,0,1,1,000,042,1,0,1,00
200500000859,3,00052,0,,2,00,14,400,0,2,2,000,070,2,0,3,00
200500000860,3,00101,0,,2,02,11,20,0,1,1,000,070,1,0,1,00
200500000861,3,00153,0,,2,02,6,700,0,0,1,000,070,0,0,1,00
200500000862,2,00007,0,,2,02,34,495,0,4,1,000,073,2,5,1,00
200500000863,2,00075,0,,4,02,0,0,0,1,1,000,110,1,5,1,00
200500000864,3,00525,0,,2,02,0,0,0,1,1,000,061,1,0,1,00
200500000865,2,00090,0,,2,02,32,468,0,1,1,000,070,1,0,1,00
200500000866,9,00000,0,,2,02,0,0,0,1,1,000,065,1,0,1,03
200500000867,3,00102,0,,2,01,0,0,0,2,1,000,069,7,0,1,00
200500000868,2,00532,0,,2,02,42,200,0,1,1,000,090,2,0,1,00
200500000869,3,00523,0,,2,02,20,100,0,1,1,000,090,1,0,1,00
200500000870,2,00090,0,,2,00,20,500,0,1,1,000,064,1,0,1,00
200500000871,3,00029,0,,2,02,0,0,0,2,3,000,067,1,2,1,00
200500000872,4,00000,0,,2,00,0,0,0,1,3,000,030,7,0,3,00
200500000873,3,00280,0,,2,02,46,0,0,2,1,000,070,7,2,1,03
200500000874,3,00008,0,,2,00,1,500,1,1,1,000,073,1,0,1,00
200500000875,3,00531,0,,2,00,0,0,0,1,0,000,058,2,0,1,00
200500000876,2,00075,0,,2,02,0,0,0,0,3,000,000,1,0,3,00
200500000877,2,00075,0,,2,02,145,8,0,1,3,077,000,9,0,1,00
200500000878,2,00075,0,,2,02,150,600,0,2,2,000,071,9,0,1,00
200500000879,3,00005,0,,2,02,6,900,0,4,3,000,070,1,0,3,00
200500000880,2,00091,0,,2,02,11,800,0,2,1,000,076,1,0,4,00
200500000881,9,00000,0,,2,02,0,0,0,1,1,000,050,7,0,1,00
200500000882,4,00000,0,,2,00,0,0,0,0,1,000,060,1,0,1,00
200500000883,4,00000,0,,2,00,0,0,0,0,1,060,000,1,0,1,00
200500000884,4,00000,0,,2,02,0,0,0,2,1,000,075,1,5,1,00
200500000885,3,00045,0,,2,02,0,0,0,2,2,000,000,2,0,1,00
200500000886,3,00154,0,,2,00,19,571,0,1,1,000,077,1,5,1,00
200500000887,3,00050,0,,3,02,0,0,0,0,3,000,062,7,0,3,00
200500000888,3,00520,0,,2,00,17,850,0,1,3,000,064,7,0,3,00
200500000889,4,00000,0,,2,00,0,0,0,1,0,000,048,2,0,1,00
200500000890,3,00050,0,,2,02,0,0,0,1,1,000,050,1,0,1,00
200500000891,3,00073,0,,2,02,17,500,0,2,3,000,066,1,0,1,00
200500000892,2,00075,0,,2,02,10,500,0,1,2,000,070,2,0,1,00
200500000893,2,00075,0,,2,00,12,520,0,1,1,000,070,2,0,1,00
200500000894,4,00001,1,,2,02,6,100,0,1,1,000,061,0,0,1,03
200500000895,3,00052,0,,2,00,15,650,0,0,3,000,050,1,0,1,00
200500000896,2,00075,0,,2,02,16,0,0,1,1,000,070,1,0,1,00
200500000897,3,00517,0,,2,00,0,0,0,1,1,000,000,7,0,1,00
200500000898,3,00244,0,,2,01,0,0,0,2,0,000,000,7,0,3,00
200500000899,2,00516,0,,2,00,0,0,0,0,1,000,060,1,0,1,00
200500000900,9,00000,0,,2,02,47,0,1,2,1,000,028,2,0,5,00
200500000901,3,00075,0,,2,00,4,800,0,1,4,000,080,2,0,1,00
200500000902,3,00002,0,,2,00,40,5,0,2,3,000,060,0,0,3,00
200500000903,3,00071,0,,2,00,0,0,0,2,3,000,068,9,0,4,00
200500000904,3,00073,0,,2,00,0,0,0,1,1,000,000,0,0,1,00
200500000905,3,00036,0,,2,00,0,0,0,1,0,060,000,1,0,0,00
200500000906,3,00053,0,,2,00,0,0,0,1,1,000,070,1,0,1,00
200500000907,3,00518,0,,2,00,0,0,0,1,1,000,000,2,0,1,00
200500000908,3,00024,0,,2,02,0,0,0,1,1,000,065,1,0,1,00
200500000909,2,00007,0,,3,00,0,0,0,1,1,000,000,2,5,1,00
200500000910,4,00000,0,,2,02,0,0,0,1,1,000,000,1,0,0,03
200500000911,3,00051,0,,2,02,0,0,0,0,3,000,070,2,0,1,00
200500000912,2,00007,0,,4,03,0,0,0,1,1,000,000,1,0,1,00
200500000913,4,00000,0,,2,00,0,0,0,1,1,000,043,1,0,1,00
200500000914,4,00002,0,,2,02,0,0,0,2,2,000,060,1,0,3,00
200500000915,3,00033,0,,2,02,11,100,0,2,3,000,052,1,0,3,00
200500000916,3,00008,0,,2,02,102,0,0,2,1,000,071,1,0,1,00
200500000917,3,00011,0,,2,02,19,540,0,2,2,000,066,2,0,1,00
200500000918,2,00089,0,,2,02,56,400,0,1,2,000,076,5,5,1,00
200500000919,9,00000,0,,2,02,0,0,0,1,1,035,070,1,5,1,03
200500000920,3,00044,0,,2,00,10,500,0,1,1,000,064,1,0,1,00
200500000921,3,00105,0,,2,01,0,0,0,1,2,000,070,7,0,1,00
200500000922,3,00076,0,,2,00,12,800,0,2,4,000,038,2,0,1,00
200500000923,3,00002,0,,2,02,0,0,0,1,1,000,000,1,5,1,03
200500000924,3,00018,0,,2,02,31,400,0,1,1,000,075,1,5,1,00
200500000925,3,00026,0,,2,02,37,850,0,2,2,000,060,5,0,1,00
200500000926,4,00000,0,,1,01,0,0,0,1,1,000,050,2,0,1,00
200500000927,3,00043,0,,2,00,0,0,0,1,1,000,000,2,0,1,00
200500000928,3,00052,0,,2,00,6,0,0,2,2,000,044,0,0,1,00
200500000929,2,00007,0,,2,02,2,900,0,1,3,000,080,2,5,1,00
200500000930,3,00051,0,,2,02,19,100,0,1,3,000,060,5,0,1,00
200500000931,3,00911,0,,2,02,0,0,0,2,2,000,072,1,0,1,00
200500000932,3,00201,0,,2,02,2,150,0,1,1,000,068,1,0,1,00
200500000933,3,00921,0,E,2,00,4,300,0,2,1,000,062,1,0,1,00
200500000934,4,00000,0,,2,02,0,0,0,4,1,000,074,2,5,1,03
200500000935,3,00210,0,,2,02,12,350,0,4,2,000,055,7,0,1,00
200500000936,3,00202,0,,2,02,26,800,0,1,1,000,070,1,5,1,00
200500000937,9,00000,0,,2,00,0,0,0,2,3,000,000,2,0,1,03
200500000938,3,00508,0,,2,00,4,500,0,1,1,000,130,1,0,1,00
200500000939,3,00091,0,,2,00,0,0,0,0,1,000,089,1,0,1,00
200500000940,3,00915,0,,2,02,9,0,0,2,3,038,076,7,0,1,00
200500000941,3,00091,0,,2,02,0,0,0,2,1,000,080,7,0,1,00
200500000942,2,00006,0,,2,00,124,0,0,1,1,000,095,5,0,1,00
200500000943,2,00006,0,,2,00,149,0,0,1,4,000,080,5,0,1,00
200500000944,3,00002,2,,2,02,24,80,0,2,1,000,070,7,0,1,00
200500000945,3,00031,0,,2,02,0,0,0,0,3,000,000,1,0,1,00
200500000946,3,00909,0,,2,02,21,500,0,1,2,000,080,2,0,1,00
200500000947,3,00012,0,,2,00,0,0,0,2,2,000,000,7,0,3,00
200500000948,3,00012,0,,2,02,32,0,0,1,2,000,057,2,0,1,00
200500000949,2,00205,0,,2,02,0,0,0,0,1,000,000,1,0,1,00
200500000950,4,00000,0,,2,02,0,0,0,1,1,000,058,1,0,1,00
200500000951,4,00000,0,,2,02,0,0,0,2,1,000,040,1,0,1,00
200500000952,2,00212,0,,2,02,11,950,0,1,1,000,090,1,0,1,00
200500000953,3,00902,0,,2,02,87,800,0,2,2,000,050,2,0,3,00
200500000954,2,00212,0,,2,03,4,800,0,2,1,000,230,1,0,1,00
200500000955,2,00203,0,,2,02,17,100,0,2,3,000,070,2,0,1,00
200500000956,4,00000,0,,2,02,0,500,0,1,1,000,080,1,5,3,03
200500000957,2,00205,0,,2,03,56,538,0,1,1,127,127,2,5,1,00
200500000958,4,00021,0,,2,02,0,0,0,2,3,000,051,5,0,3,00
200500000959,2,00206,0,,2,02,15,105,0,1,3,000,080,2,0,1,00
200500000960,2,00201,0,,4,03,0,0,3,2,1,000,131,2,3,1,00
200500000961,3,00907,0,,2,01,6,500,0,1,1,000,072,2,0,1,00
200500000962,3,00907,0,,2,01,5,300,0,1,1,000,000,2,0,1,00
200500000963,2,00201,0,,2,03,0,0,0,0,1,020,150,1,5,1,00
200500000964,3,00992,0,,2,02,29,7,0,0,3,000,070,5,0,1,00
200500000965,2,00201,0,,2,02,9,600,0,1,1,000,100,5,0,1,00
200500000966,2,00508,0,,2,02,2,240,0,1,1,000,078,1,0,1,00
200500000967,3,00910,0,,2,02,0,0,0,1,1,000,080,5,5,1,00
200500000968,3,00197,0,,2,02,3,50,0,4,1,000,048,1,0,1,00
200500000969,3,00903,0,,0,02,64,500,0,1,1,000,060,1,0,1,00
200500000970,2,00005,0,,2,02,11,0,0,1,1,000,076,2,0,1,00
200500000971,3,00022,0,,2,02,40,800,0,1,2,000,062,1,0,1,00
200500000972,4,00001,0,,1,01,0,0,0,2,2,000,047,7,0,3,00
200500000973,3,00010,0,,2,00,1,600,0,1,3,000,062,1,0,1,00
200500000974,3,00212,0,,2,02,15,600,0,1,1,000,070,1,0,1,00
200500000975,3,00997,0,B,2,02,1,100,0,4,1,000,069,1,0,1,00
200500000976,3,00001,0,,2,00,8,900,2,1,1,000,060,1,0,1,00
200500000977,3,00997,0,,2,02,5,185,3,1,1,000,105,1,0,1,00
200500000978,2,00089,0,,2,02,40,300,0,2,1,000,070,5,0,1,00
200500000979,3,00004,0,,2,02,0,0,0,1,1,000,055,1,0,1,00
200500000980,3,00941,0,A,2,03,4,250,0,2,3,000,108,1,0,1,00
200500000981,4,00000,0,,2,00,0,0,0,1,1,000,072,7,0,4,03
200500000982,3,00132,0,,0,00,22,84,0,1,2,000,035,2,0,3,00
200500000983,3,00996,0,,2,00,80,300,0,1,1,060,050,1,0,1,00
200500000984,3,00999,0,,2,00,1,50,0,1,1,000,059,1,0,1,00
200500000985,3,00711,1,,2,00,0,100,0,1,1,000,090,1,0,1,00
200500000986,3,00214,0,,2,00,17,800,0,1,2,000,068,1,0,1,00
200500000987,3,00762,0,A,2,00,1,400,0,1,2,000,070,5,0,3,00
200500000988,3,00210,0,,3,02,30,150,0,1,1,005,067,1,0,3,00
200500000989,2,00009,0,,2,00,4,0,0,1,1,000,083,1,0,1,00
200500000990,4,00000,0,,2,01,0,0,0,2,0,000,028,2,0,3,00
200500000991,3,00018,0,,2,00,13,600,0,2,1,000,000,5,0,1,00
200500000992,3,01089,0,,2,02,4,300,0,2,1,000,050,0,0,1,00
200500000993,2,00089,0,,3,00,0,0,0,1,1,000,060,0,0,1,00
200500000994,9,00000,0,,1,00,0,0,0,2,0,000,000,2,0,1,00
200500000995,9,00000,0,,2,02,0,0,0,1,1,000,057,1,0,1,00
200500000996,3,00223,0,,2,02,4,500,0,2,3,000,063,8,0,3,00
200500000997,3,00906,0,,2,00,90,0,0,1,4,000,000,2,0,1,00
200500000998,3,01093,0,,2,01,23,100,0,1,1,000,065,5,0,1,00
200500000999,3,00219,0,,2,00,2,700,0,1,1,000,030,1,0,3,00
200500001000,9,00000,0,,2,00,0,0,0,1,1,000,120,1,0,1,00
200500001001,2,00009,0,,2,00,30,300,0,1,0,000,000,1,0,1,00
200500001002,3,00042,0,,2,00,23,600,0,1,1,000,062,1,0,1,00
200500001003,3,00953,0,,2,02,0,0,0,1,0,000,070,1,0,1,03
200500001004,3,00028,0,,2,00,13,500,0,1,0,000,000,2,0,3,00
200500001005,3,00453,0,,2,00,1,220,0,0,1,000,079,0,0,1,00
200500001006,2,00371,0,,2,02,6,900,0,2,1,000,077,1,0,0,00
200500001007,2,00009,0,,2,02,45,200,0,1,1,000,078,1,0,3,00
200500001008,3,00023,0,,2,02,8,0,0,1,1,000,062,2,2,3,00
200500001009,3,00920,0,,2,02,12,0,0,1,1,000,078,2,0,3,00
200500001010,3,00926,0,,2,00,2,600,0,2,1,000,065,5,0,3,00
200500001011,4,00000,0,,2,02,0,0,0,4,2,000,000,2,0,4,00
200500001012,3,00589,0,,2,00,35,820,0,4,3,000,062,1,0,1,00
200500001013,3,00009,0,,2,02,30,800,0,2,2,000,063,2,0,1,00
200500001014,3,00013,0,,2,02,14,400,0,2,3,000,062,7,0,1,00
200500001015,3,00102,0,,2,03,0,0,0,0,1,000,000,1,0,1,00
200500001016,3,00588,0,,2,02,0,0,0,1,1,000,000,1,0,3,00
200500001017,3,00056,0,,2,02,1,750,0,2,1,000,064,1,0,1,00
200500001018,3,00172,0,,2,01,0,0,0,1,1,000,033,1,0,1,00
200500001019,3,00103,2,,2,02,0,0,0,1,1,000,081,2,5,1,00
200500001020,4,00000,0,,2,02,0,0,0,2,2,063,060,0,0,3,00
200500001021,3,00425,0,,2,00,0,0,0,1,1,000,080,2,0,1,00
200500001022,4,00000,0,,0,00,0,0,0,0,2,000,045,2,0,0,00
200500001023,2,00088,0,,3,02,0,600,0,2,1,010,090,1,0,1,00
200500001024,3,00451,0,,2,02,0,0,0,3,1,000,070,1,0,1,00
200500001025,3,00500,0,,2,02,0,0,0,2,1,000,090,1,0,1,00
200500001026,3,00050,0,A,2,02,1,277,0,0,0,000,000,2,0,3,00
200500001027,3,00011,0,,2,00,10,305,0,2,1,000,090,2,5,1,00
200500001028,2,00043,0,,2,02,5,900,0,0,1,000,000,2,0,1,00
200500001029,2,00043,0,,2,02,5,902,0,1,2,000,069,9,0,3,00
200500001030,3,00007,0,,2,02,7,200,0,2,3,000,000,7,0,1,00
200500001031,3,00006,0,,2,02,8,400,0,1,1,000,070,1,0,1,00
200500001032,3,00112,0,F,3,02,0,0,0,1,1,020,140,2,3,2,00
200500001033,3,00910,0,,2,00,9,200,0,1,0,070,000,1,0,1,00
200500001034,3,00910,0,,2,02,0,0,0,1,0,014,075,1,0,1,00
200500001035,3,00072,0,C,4,02,24,500,0,1,2,000,061,1,0,1,00
200500001036,9,00000,0,,1,02,0,0,0,0,1,000,060,1,0,1,00
200500001037,2,00003,0,,2,02,0,0,0,2,1,000,072,1,0,0,00
200500001038,2,00003,0,,2,02,47,550,0,0,1,000,108,7,0,3,00
200500001039,2,00003,0,,2,02,51,700,0,2,1,000,074,7,0,1,00
200500001040,3,00074,0,,2,02,8,400,0,1,1,000,060,1,0,1,00
200500001041,3,00028,0,,2,00,0,0,0,1,1,000,063,7,0,1,00
200500001042,3,00038,0,,2,02,17,800,0,1,1,110,035,1,0,1,00
200500001043,3,00027,0,,2,02,19,100,0,2,3,000,070,7,5,1,00
200500001044,3,00028,0,,2,00,34,700,0,1,1,000,063,1,0,1,03
200500001045,9,00000,0,,2,02,0,0,0,1,2,000,000,1,0,1,00
200500001046,3,00020,0,,2,00,36,800,0,1,2,000,065,1,0,1,00
200500001047,2,00002,3,,2,02,63,5,0,1,3,000,075,2,0,1,00
200500001048,3,00096,0,,2,02,4,200,0,1,1,000,056,1,0,1,00
200500001049,3,00043,0,,2,02,3,0,0,2,1,000,070,1,0,1,00
200500001050,3,00033,0,,2,02,4,700,0,0,1,063,000,1,0,0,00
200500001051,2,00052,0,,2,02,20,700,0,2,1,000,000,2,5,1,00
200500001052,3,00060,0,,2,02,0,0,0,1,1,000,065,1,0,1,00
200500001053,3,00064,2,,2,02,1,100,0,2,1,000,043,2,0,1,00
200500001054,2,00074,0,,2,02,51,450,0,1,2,000,000,2,0,1,00
200500001055,3,00074,0,,2,02,57,100,0,2,3,000,074,2,0,3,00
200500001056,4,00000,0,,2,00,32,800,0,0,1,000,060,1,0,1,00
200500001057,3,00910,0,,2,03,5,490,0,1,1,000,100,2,2,1,00
200500001058,3,00040,0,,2,00,14,250,0,0,1,000,060,1,0,3,00
200500001059,3,00913,0,,2,00,3,800,0,1,1,000,060,2,0,1,00
200500001060,2,00057,0,,2,00,0,0,0,2,2,000,000,1,0,4,00
200500001061,2,00057,0,,2,00,25,350,0,0,1,000,000,2,0,1,00
200500001062,2,00057,0,,2,00,0,0,0,2,1,000,085,2,0,1,00
200500001063,3,00909,0,,2,02,8,45,0,2,4,068,000,2,0,1,00
200500001064,3,00958,0,,2,02,14,500,0,1,1,000,062,2,0,3,00
200500001065,3,00001,0,,2,02,3,950,0,1,3,000,050,7,0,1,00
200500001066,3,00112,0,,2,02,4,900,0,1,1,000,060,2,5,1,00
200500001067,2,00057,0,,3,04,69,620,3,1,1,010,140,2,0,1,00
200500001068,3,00904,0,,2,02,73,500,0,3,2,000,055,1,0,0,00
200500001069,3,00005,0,,2,02,4,150,0,0,3,000,070,2,0,4,00
200500001070,3,00903,0,,2,02,1,800,0,3,1,000,065,5,0,1,00
200500001071,3,00029,0,,2,02,0,0,0,1,1,000,064,7,0,1,00
200500001072,2,00018,0,,2,02,8,0,0,1,2,094,000,2,0,1,00
200500001073,2,00043,0,,2,02,19,600,0,1,1,000,060,2,0,1,00
200500001074,3,00145,0,,2,02,0,0,0,1,1,000,000,1,0,1,00
200500001075,4,00001,1,D,2,00,0,0,0,1,1,000,060,7,0,1,00
200500001076,4,00000,0,,2,02,0,0,0,2,1,000,052,1,0,1,00
200500001077,3,00935,0,,2,02,0,0,0,4,4,000,100,2,5,1,00
200500001078,3,00590,0,,0,02,0,0,0,1,1,000,000,2,0,1,00
200500001079,3,00904,0,,2,02,32,400,0,1,1,000,057,7,0,1,00
200500001080,3,00011,0,,2,02,17,900,0,1,3,000,056,7,0,3,00
200500001081,3,00974,0,,2,00,8,400,0,2,2,000,105,2,0,1,00
200500001082,3,00904,0,,2,00,49,550,0,4,2,000,000,5,0,3,00
200500001083,4,00000,0,,2,00,0,0,0,2,1,040,000,2,0,3,00
200500001084,3,00004,0,,2,02,11,600,0,1,1,000,000,2,0,3,00
200500001085,3,00004,0,,2,00,13,800,0,0,1,000,057,1,0,1,00
200500001086,4,00000,0,,2,00,0,0,0,1,1,000,050,1,0,1,00
200500001087,2,00411,0,,2,02,10,0,0,1,1,000,070,1,0,1,00
200500001088,3,00010,0,,2,02,15,888,0,0,3,000,055,1,0,3,00
200500001089,3,00966,0,,1,01,1,0,0,1,2,000,051,1,5,1,00
200500001090,3,00908,0,,2,00,28,400,0,1,1,000,058,1,0,1,00
200500001091,3,00182,0,,2,00,0,0,0,0,3,000,000,1,0,1,00
200500001092,3,00908,0,,2,00,15,300,0,1,1,000,000,1,2,3,00
200500001093,2,00003,0,,2,02,57,127,0,1,1,000,072,2,0,3,00
200500001094,2,00003,0,,2,02,40,810,0,1,1,000,070,2,0,1,00
200500001095,3,00420,0,,2,02,3,200,0,0,1,000,070,1,0,1,00
200500001096,3,00460,0,,2,02,49,300,0,0,3,000,070,7,0,1,00
200500001097,3,00159,2,,2,00,40,900,0,2,0,000,082,0,0,0,00
200500001098,2,00420,0,,2,00,9,800,0,1,1,000,075,7,0,1,00
200500001099,2,00057,0,,3,00,7,150,0,1,2,010,074,2,0,0,00
200500001100,3,00046,0,B,2,00,0,0,0,1,2,000,043,2,0,3,00
200500001101,2,00074,0,,2,02,0,0,0,1,0,000,060,2,0,1,00
200500001102,2,00074,0,,2,00,5,500,0,1,1,000,080,2,0,1,00
200500001103,2,00074,0,,2,00,0,0,0,0,0,000,000,0,4,0,00
200500001104,3,00229,0,,2,02,0,0,0,1,2,019,122,1,5,1,00
200500001105,4,00000,0,,2,00,0,0,0,1,1,000,000,1,0,1,00
200500001106,3,00157,0,,4,02,41,950,0,1,1,000,062,1,3,1,00
200500001107,3,00417,0,,2,02,22,450,0,1,2,000,070,2,0,1,00
200500001108,3,00043,0,,2,00,11,600,0,1,2,000,071,1,0,1,00
200500001109,3,00415,0,,2,02,14,500,0,1,1,000,070,1,6,1,00
200500001110,3,00417,0,,2,02,28,300,1,1,3,000,000,1,0,1,00
200500001111,3,00424,0,,2,02,2,300,0,1,3,000,055,2,0,1,00
200500001112,3,00392,0,A,2,00,5,500,0,1,1,000,071,2,0,1,00
200500001113,4,00000,0,,2,02,0,0,0,2,1,000,060,1,0,1,03
200500001114,3,00005,0,,1,01,0,0,0,1,2,000,071,1,0,1,00
200500001115,3,00288,0,,2,02,0,0,0,0,1,000,068,9,0,1,03
200500001116,3,00002,0,,2,02,17,350,0,1,1,078,000,1,0,1,00
200500001117,4,00000,9,C,2,02,0,0,0,1,1,000,060,1,0,1,00
200500001118,2,00420,0,,2,00,10,100,0,1,3,000,000,7,0,1,00
200500001119,3,00133,0,,0,00,4,600,0,1,3,000,050,2,0,1,00
200500001120,3,00056,0,,2,00,0,0,0,1,1,047,000,7,0,1,00
200500001121,3,00919,0,,2,02,64,400,0,2,2,000,074,5,0,3,00
200500001122,2,00004,0,,3,00,0,0,0,2,1,000,070,1,0,1,00
200500001123,3,00333,0,,2,02,0,500,0,1,1,000,060,2,0,3,00
200500001124,3,00038,0,,2,00,1,900,0,1,1,000,070,2,0,1,00
200500001125,4,00001,0,,2,02,0,0,0,3,1,000,035,7,0,1,00
200500001126,3,00421,0,,2,00,23,900,0,1,1,000,069,1,0,1,00
200500001127,3,00421,0,,2,02,13,300,0,0,1,000,100,1,0,1,00
200500001128,4,00000,0,,2,01,0,0,0,1,1,000,070,1,0,1,03
200500001129,3,00041,0,,0,02,27,850,0,2,1,000,069,1,0,1,00
200500001130,4,00000,0,,2,02,0,0,0,1,1,000,060,1,0,4,00
200500001131,3,00468,0,,2,00,0,0,1,1,1,000,075,1,0,1,00
200500001132,3,00210,0,,2,02,6,700,0,1,1,000,060,7,2,3,00
200500001133,4,00000,0,,2,02,0,0,0,1,1,000,090,2,0,1,00
200500001134,3,00468,0,,2,02,6,0,0,1,2,000,060,1,0,3,00
200500001135,3,00210,0,,2,02,9,800,0,1,2,000,060,7,0,3,00
200500001136,3,00264,0,,2,00,0,0,0,1,0,034,069,1,0,1,00
200500001137,3,00170,0,,2,00,1,0,0,1,3,000,060,1,0,3,00
200500001138,3,00243,0,,2,00,7,170,0,1,1,000,055,7,2,1,00
200500001139,3,00072,0,,2,02,0,0,0,1,1,000,060,1,0,1,00
200500001140,3,00003,0,,2,00,13,100,0,1,3,000,050,7,0,1,00
200500001141,3,00027,0,,0,02,0,0,0,0,0,000,095,1,0,1,00
200500001142,2,00415,0,,2,02,0,0,0,2,3,000,110,7,0,1,00
200500001143,2,00415,0,,2,03,8,200,0,2,1,000,103,7,0,1,00
200500001144,3,00417,0,,2,00,14,380,0,1,2,100,000,7,0,1,00
200500001145,3,00417,0,,2,02,21,200,0,1,1,000,075,7,0,1,00
200500001146,4,00000,0,,2,00,0,0,0,1,0,000,060,1,0,1,00
200500001147,4,00000,0,,2,00,0,0,0,1,1,000,060,2,0,1,00
200500001148,3,00028,0,,2,03,3,320,0,1,1,000,091,1,0,1,00
200500001149,3,00416,0,,2,02,0,0,0,0,4,061,000,7,0,1,00
200500001150,3,00419,0,,3,02,22,100,0,1,1,010,070,1,0,1,00
200500001151,4,00000,0,,2,02,0,0,0,1,4,000,042,1,0,1,00
200500001152,3,00419,0,,2,02,28,300,0,0,1,067,000,0,0,3,00
200500001153,3,00003,2,,2,02,1,200,0,1,1,026,078,1,5,1,00
200500001154,3,00047,1,,2,02,2,150,0,1,1,000,061,7,0,3,00
200500001155,4,00000,0,,0,00,0,0,0,0,0,000,000,1,0,1,03
200500001156,2,00083,0,,2,00,38,167,0,2,2,000,110,1,3,1,00
200500001157,2,00083,0,,3,00,40,500,0,3,1,000,074,1,0,1,00
200500001158,3,00051,0,,2,00,0,0,0,1,2,000,071,1,0,3,00
200500001159,3,00039,0,,3,00,7,900,0,1,1,000,120,1,5,1,00
200500001160,3,00055,0,,2,04,0,0,0,1,1,065,000,1,3,1,00
200500001161,3,00039,0,,2,00,13,438,0,1,1,063,105,1,5,1,00
200500001162,3,00021,3,,2,02,0,0,0,1,1,000,053,1,0,1,00
200500001163,3,00419,0,,2,02,39,0,0,2,2,000,060,7,0,1,00
200500001164,3,00012,2,,2,02,6,0,1,1,1,000,058,1,0,3,00
200500001165,2,00066,0,,2,02,0,0,0,1,1,028,070,1,0,1,00
200500001166,2,00066,0,,2,02,0,0,3,1,1,028,070,2,0,1,00
200500001167,4,00000,0,,2,02,0,0,1,1,1,070,000,1,0,1,00
200500001168,3,00013,2,,2,02,1,600,0,1,1,034,069,1,5,1,00
200500001169,2,00066,0,,2,00,7,800,0,1,3,000,080,7,0,1,00
200500001170,2,00066,0,,2,00,2,74,0,2,3,000,088,7,0,1,00
200500001171,3,00005,0,,2,00,4,850,0,1,1,000,070,2,0,1,00
200500001172,2,00044,0,,3,00,49,800,0,1,1,054,145,1,0,0,00
200500001173,2,00003,0,,2,00,24,255,0,4,1,000,072,2,0,1,00
200500001174,3,00039,0,,2,02,26,600,0,1,1,000,060,1,0,1,00
200500001175,3,00012,0,,2,02,13,700,0,1,2,000,000,1,0,1,00
200500001176,3,00009,0,,1,01,58,700,0,1,1,000,077,2,0,1,00
200500001177,3,00036,0,,2,00,30,100,0,1,1,000,069,1,0,3,00
200500001178,3,00041,0,,2,02,4,500,0,0,2,000,040,2,0,1,00
200500001179,2,00004,0,,3,04,8,500,0,1,1,045,140,2,0,1,00
200500001180,9,00000,0,,2,00,0,0,0,1,1,000,037,2,0,1,00
200500001181,3,00048,0,,2,00,21,100,0,1,1,000,000,2,0,3,00
200500001182,2,00031,0,,2,02,0,0,0,1,1,000,035,1,5,1,00
200500001183,4,00000,0,,2,02,0,0,0,1,1,000,046,7,0,1,00
200500001184,3,00980,0,,2,02,7,0,0,1,2,000,068,1,0,1,00
200500001185,3,00324,0,,2,02,4,500,0,1,1,000,050,1,0,1,00
200500001186,3,00980,0,,2,00,26,317,0,2,3,000,065,9,0,1,00
200500001187,3,00980,0,,2,00,27,600,0,2,3,000,068,7,0,1,00
200500001188,3,00324,0,,2,00,1,900,0,1,1,000,041,1,0,1,00
200500001189,3,00088,0,,2,00,2,130,0,2,4,000,060,7,0,3,00
200500001190,3,00982,0,E,2,02,0,0,0,1,1,000,000,1,0,1,00
200500001191,3,00982,0,,0,00,0,0,0,0,0,000,000,2,0,1,00
200500001192,3,00982,0,,2,00,49,900,0,2,2,000,056,7,2,1,00
200500001193,3,00033,0,,2,02,0,300,0,1,1,000,070,2,0,1,00
200500001194,1,00034,0,,3,00,0,800,0,1,1,030,240,2,0,1,00
200500001195,4,00000,0,,2,00,0,0,0,0,0,070,000,2,0,1,00
200500001196,2,00043,0,,2,00,57,900,0,1,1,000,070,1,0,3,00
200500001197,3,00046,0,,2,02,0,0,0,1,2,000,000,7,0,1,00
200500001198,4,00000,0,,2,02,0,0,0,0,2,000,031,7,0,3,00
200500001199,2,00043,0,,2,02,17,850,0,1,1,076,000,2,0,1,00
200500001200,3,00977,0,,2,02,36,350,0,1,4,000,067,1,0,3,00
200500001201,3,00983,0,,2,02,0,0,0,2,1,000,000,2,0,1,00
